discoverymethod,semimajoraxis,radius,mass,density,eccentricity,inclination,ttv,depth
Transit,,15.177,,,,,0,0.702
Transit,,16.627,,,,,0,0.704
Transit,0.0562,18.271,200.2329,0.193,0,82.1,0,0.705
Transit,,14.193,,,,,0,0.705874
Transit,,14.909,,,,,0,0.70718
Transit,0.418,8,,,0,89.38,0,0.707439
Transit,0.07522,12.263,855.245,2.74,0.0314,88.69,0,0.71
Transit,0.0158,1.097,1.308,5.46399,,89.778,1,0.71
Transit,,12.911,,,,,0,0.711
Transit,,7.304,,,,,1,0.711
Transit,,11.339,,,,,0,0.7119
Transit,0.0455,17.598,375.0394,0.377,0,88.86,0,0.712
Transit,0.0715,9.66,,,0,87.17,0,0.7123
Transit,0.0493,8.02,,,0,87.09,0,0.713046
Transit,0.0493,8.02,,,0,87.09,0,0.713469
Transit,0.0493,8.02,,,0,87.09,0,0.714
Transit,,17.579,,,,,0,0.716
Transit,0.0694,17.598,149.3801,0.16,0,86.7,0,0.71633
Transit,0.069,8.7,,,0,88.24,0,0.71749
Transit,0.052,17.4,,,0,89.95,0,0.71749
Transit,0.051,15.244,327.351,,0,87.2,0,0.71749
Transit,,14.536,,,,,0,0.719
Transit,0.355,7.1,,,0,89.95,0,0.72
Transit,0.05,14.92,,,0,89.33,0,0.7208
Transit,,16.778,,,,,1,0.7215
Transit,0.01111,1.086,0.85,3.6,0.081,89.65,1,0.723
Transit,0.0904,14.011,311.4734,0.66,0.24,86.8,0,0.724029
Transit,,18.38,,,,,0,0.7248
Transit,0.3786,9.4,,,0,90,0,0.72515
Transit,0.3982,6.99,,,0,89.68,0,0.72577
Transit,,23.361,,,,,0,0.7266
Transit,0.0494,11.478,1291.289,4.68,0.228,87.2,0,0.73
Transit,,13.205,,,,,0,0.730816
Transit,0.191,7.2,,,0,88.81,1,0.73116
Transit,0.01154,1.116,1.374,5.44194,,89.728,1,0.732
Transit,0.2322,77.76,,,0,89.85,0,0.732201
Transit,0.0442,12.71,,,0,86.52,0,0.7341
Transit,0.0442,12.71,,,0,86.52,0,0.735
Transit,0.0442,12.71,,,0,86.52,0,0.736
Transit,0.1956,8.46,,,0,89.23,1,0.7378
Transit,0.0827,9.19,,,0,89.95,0,0.73823
Transit,0.0827,9.19,,,0,89.95,0,0.74141
Transit,0.0827,9.19,,,0,89.95,0,0.74141
Transit,,1.351,,,,,0,0.74141
Transit,0.1804,12.3,,,0,89.95,0,0.74259
Transit,0.1804,12.3,,,0,89.95,0,0.74263
Transit,0.1804,12.3,,,0,89.95,0,0.74263
Transit,0.05,15.28,,,0,89.95,0,0.74263
Transit,0.05,15.28,,,0,89.95,0,0.742772
Transit,0.05,15.28,,,0,89.95,0,0.74414
Transit,0.0605,16.66,,,0,87.2,0,0.74414
Transit,0.061,16.1,,,0,85.94,0,0.74414
Transit,0.05222,13.574,457.67291,1.01,0,85.7,0,0.74519
Transit,,13.7,,,,,0,0.74519
Transit,,12.134,,,,,0,0.74519
Transit,0.03524,12.173,251.40353,0.76,0,80.98,0,0.74584
Transit,,18.49,,,,,0,0.7489
Transit,,12.034,,,,,0,0.749
Transit,0.06969,14.258,1646.3594,3.13,0.077,89.17,0,0.7493
Transit,,16.062,,,,,0,0.75
Transit,0.01111,1.113,,,0,89.41,1,0.75
Transit,,12.619,,,,,0,0.75
Transit,0.05453,16.141,163.36462,0.233,0,88.7,0,0.753
Transit,0.04683,1.129,1.321,5.05599,,89.742,1,0.753
Transit,0.0516,9,,,0,89.66,0,0.753589
Transit,0.0617,17.29,,,0,88.24,0,0.754
Transit,0.0617,17.29,,,0,88.24,0,0.754441
Transit,0.0617,17.29,,,0,88.24,0,0.755
Transit,0.5416,9.09,,,0,89.86,0,0.7555
Transit,0.3993,6.97,,,0,89.95,0,0.7563
Transit,0.3993,6.97,,,0,89.95,0,0.75693
Transit,0.3993,6.97,,,0,89.95,0,0.75693
Transit,,14.908,400.4658,,0,82.6,0,0.75693
Transit,0.0457,18.94,645.17,0.53,0,82.6,0,0.75904
Transit,0.052,10,,,0,89.95,0,0.75984
Transit,,10.83,,,,,0,0.75984
Transit,0.04559,14.472,,,,82.27,0,0.75984
Transit,,14.829,,,,,0,0.76
Transit,,19.348,,,,,0,0.76
Transit,0.06555,18.786,1137.8314,1.02,0,87.19,0,0.7615
Transit,,11.81,,,,,0,0.7619
Transit,0.0557,7.3,,,0,88.81,0,0.762
Transit,0.0557,7.3,,,0,88.81,0,0.762
Transit,0.0557,7.3,,,0,88.81,0,0.762306
Transit,0.0882,6.63,,,0,88.24,0,0.7627
Transit,0.0882,6.63,,,0,88.24,0,0.7628
Transit,0.0882,6.63,,,0,88.24,0,0.76301
Transit,0.06608,19.851,279.6904,0.195,0.05,82.54,0,0.76301
Transit,0.02946,15.524,692.8694,,0,81.07,0,0.76301
Transit,0.0504,5.15,,,0,89.98,0,0.7636
Transit,0.181,11.8,,,0,89.95,0,0.7636
Transit,0.082,5.8,,,0,88.24,0,0.7636
Transit,0.0426,18.887,254.253,0.2,0,87.7,0,0.764
Transit,0.5416,9.16,,,0,89.95,0,0.765
Transit,0.5416,9.16,,,0,89.95,0,0.768
Transit,0.5416,9.16,,,0,89.95,0,0.7685
Transit,,16.415,,,,,0,0.7689
Transit,,17.1,,,,,0,0.771
Transit,,9.868,,,,,0,0.77295
Transit,,14.55,,,,,0,0.77295
Transit,0.0991,11.859,123.00021,0.405,0.255,89.61,0,0.77295
Transit,0.0438,12.14,,,0,87.05,0,0.773
Transit,,15.305,,,,,0,0.77347
Transit,,5.19,,,,,0,0.773997
Transit,,18.787,,,,,0,0.775
Transit,0.0504,5.2,,,0,89.95,0,0.7764
Transit,0.0504,5.2,,,0,89.95,0,0.7765
Transit,0.0504,5.2,,,0,89.95,0,0.7766
Transit,0.5,8.52,,,0,89.95,1,0.778
Transit,0.0524,9.16,,,0,89.95,0,0.778064
Transit,0.0524,9.16,,,0,89.95,0,0.7781
Transit,0.0524,9.16,,,0,89.95,0,0.7781
Transit,0.04438,14.28,213.255,0.403,0,89.91,0,0.7781
Transit,0.0499,18.898,242.176,0.2,0,87.2,0,0.7787
Transit,,13.186,,,,,0,0.77964
Transit,,14.011,451.3186,,0,88.8,0,0.77964
Transit,0.753,12.42,1678.1424,4.82,0.401,89.944,0,0.77964
Transit,,13.82,,,,,0,0.7798
Transit,,11.795,,,,,0,0.7798
Transit,0.0451,1.127,1.34,5.2,0.061,89.71,1,0.78
Transit,0.0665,11.926,243.77561,0.79,0.075,87.99,0,0.78
Transit,0.0714,10.3,,,0,87.09,0,0.7805
Transit,0.0714,10.3,,,0,87.09,0,0.781353
Transit,0.0714,10.3,,,0,87.09,0,0.781855
Transit,0.044,10.56,,,0,88.81,0,0.782
Transit,0.4865,10.02,,,0,89.74,1,0.782
Transit,0.1956,8.83,,,0,89.38,1,0.78284
Transit,0.1956,8.83,,,0,89.38,1,0.78284
Transit,0.1956,8.83,,,0,89.38,1,0.78284
Transit,0.036,4,,,0,86.52,0,0.7832
Transit,0.03783,12.285,1369.8473,4,0,86.8,0,0.78416
Transit,,15.729,,,,,0,0.78577
Transit,0.0539,10.6,,,0,89.71,0,0.78577
Transit,0.052,8.5,,,0,89.95,0,0.78577
Transit,,12.916,,,,,0,0.7889
Transit,0.0265,9.73,,,0,89.22,0,0.789
Transit,,11.882,95.349,,0.3,89.14,0,0.789
Transit,0.0521,13.563,654.7298,1.55,0,89.3,0,0.79127
Transit,0.0436,12.1,,,0,87.66,0,0.7958
Transit,0.0436,12.1,,,0,87.66,0,0.796
Transit,0.0436,12.1,,,0,87.66,0,0.7969
Transit,0.09459,11.444,87.5585,0.3445,0.302,89.14,0,0.8
Transit,0.4899,8,,,0,89.95,1,0.8
Transit,0.4899,8,,,0,89.95,1,0.80048
Transit,0.4899,8,,,0,89.95,1,0.80048
Transit,0.026,8.7,,,0,89.95,0,0.80048
Transit,,12.981,,,,,0,0.803
Transit,,16.27,,,,,0,0.80459
Transit,0.0419,15.02,225.968,0.37,0.035,83.6,0,0.80459
Transit,,14.8,,,,,0,0.80459
Transit,0.4913,12.04,,,0,89.51,0,0.8047
Transit,0.05885,15.793,150.96925,0.228,0,86.46,0,0.805633
Transit,0.393,9.7,,,0,89.95,0,0.806011
Transit,,13.8,,,,,0,0.8072
Transit,0.0711,9.1,96.4,0.71,0.105,88.63,0,0.807788
Transit,0.3529,7.62,,,0,89.95,0,0.80886
Transit,0.3529,7.62,,,0,89.95,0,0.809
Transit,0.3529,7.62,,,0,89.95,0,0.8117
Transit,,11.994,352.7913,,0,82.06,0,0.8175
Transit,0.0454,13.641,3747.06,8.1,0.26,84.2,0,0.8186
Transit,,17.262,1690.8556,,0.72,88.95,1,0.81995
Transit,0.0365,17.71,2542.64,,,79.9,0,0.81995
Transit,0.0367,23.091,273.3338,0.131,0,81.3,0,0.81995
Transit,,14.525,,,,,0,0.82
Transit,,11.768,,,,,0,0.82
Transit,,18.45,,,,,0,0.82
Transit,0.3779,9.83,,,0,89.76,0,0.82
Transit,0.499,9.7,,,0,89.38,0,0.82
Transit,0.05235,14.908,335.932,0.558,0,85.51,0,0.821
Transit,0.0723,12.229,1910.14873,5.74,0.151,89.08,0,0.821814
Transit,0.98,9.8,,,0,89.95,0,0.823626
Transit,0.04415,17.183,406.8224,0.442,0,83.76,0,0.82441
Transit,0.5,8.8,23.1,0.19,0.022,89.841,1,0.825
Transit,0.0469,13.563,854.9627,1.98,0,87.6,0,0.8255
Transit,,15.693,406.8224,,0,87.8,0,0.8276
Transit,,17.934,441.7837,,0,83.76,0,0.8277
Transit,0.074,8.6,,,0,88.24,0,0.828
Transit,,13.448,,,,,0,0.83
Transit,0.9654,10.89,,,0,89.99,0,0.83
Transit,0.0667,12.408,247.261,0.71,0.095,87.1,0,0.83
Transit,,12.55,,,,,0,0.83
Transit,0.9279,10.01,,,0,89.95,0,0.8314
Transit,0.9279,10.01,,,0,89.95,0,0.832
Transit,0.9279,10.01,,,0,89.95,0,0.83221
Transit,,13.675,114.4188,,0,85.43,0,0.8346
Transit,0.04739,20.961,2154.8874,1.54,0,96.5,0,0.8378
Transit,,16.408,,,,,0,0.8389
Transit,,14.42,,,,,0,0.8389
Transit,0.495,10.87,,,0,89.95,1,0.8389
Transit,0.4884,10.36,,,0,89.74,1,0.84
Transit,0.05362,15.569,151.599,0.222,0,85.19,0,0.8443
Transit,0.0801,14.31,,,0,88.13,0,0.844463
Transit,0.0439,10.96,,,0,87.33,0,0.847
Transit,0.046,7.34,,,0,87.56,0,0.8497
Transit,,5.611,,,,,0,0.85066
Transit,,13.115,279.6904,,0.09,87.1,0,0.851
Transit,0.0559,14.572,413.179,,,84.2,0,0.85105
Transit,,17.547,,,,,0,0.8538
Transit,,17.71,187.5197,,0.07,84.97,0,0.85448
Transit,0.04987,18.528,202.131,0.188,0.067,84.97,0,0.858306
Transit,,17.077,,,,,0,0.86
Transit,,11.073,,,,,0,0.86
Transit,0.078,7.4,,,0,89.38,0,0.86
Transit,0.047,7.7,,,0,87.66,0,0.86
Transit,,9.423,,,,,1,0.86
Transit,0.0272,9.74,,,0,89.95,0,0.861559
Transit,0.0272,9.74,,,0,89.95,0,0.863
Transit,0.0272,9.74,,,0,89.95,0,0.8642
Transit,0.0539,11.1,,,0,89.95,0,0.865
Transit,0.0539,11.1,,,0,89.95,0,0.866
Transit,0.0539,11.1,,,0,89.95,0,0.86777
Transit,0.0801,14.41,,,0,88.24,0,0.86777
Transit,0.0801,14.41,,,0,88.24,0,0.86777
Transit,0.0801,14.41,,,0,88.24,0,0.86778
Transit,,18.326,,,,,0,0.86778
Transit,,11.227,,,,,0,0.86778
Transit,0.0871,11.209,1652.716,6.9,0.434,89.3,0,0.86795
Transit,,16.589,419.5356,,0,85.51,0,0.86795
Transit,,12.863,,,,,0,0.86795
Transit,0.0787,8.43,,,0,88.52,0,0.868
Transit,0.02026,13.059,3314.83,8.78,0.0092,86,1,0.869
Transit,0.389,9.88,,,0,89.95,0,0.87
Transit,0.389,9.88,,,0,89.95,0,0.87
Transit,0.389,9.88,,,0,89.95,0,0.871
Transit,,14.969,,,,,0,0.87254
Transit,0.0514,13.899,654.702,1.423,0.26,89.35,0,0.875
Transit,,15.163,,,,,0,0.87726
Transit,,15.805,851.7844,,0,89.35,0,0.87726
Transit,0.04122,15.076,469.415,0.75,0,84.23,0,0.87726
Transit,0.4902,9.32,,,0,89.38,0,0.878
Transit,0.4902,9.32,,,0,89.38,0,0.88
Transit,0.4902,9.32,,,0,89.38,0,0.88
Transit,,12.988,,,,,0,0.88
Transit,0.0414,12.106,682.352,2.11,0.016,86.9,0,0.882
Transit,0.1527,14.43,,,0,89.87,1,0.88276
Transit,,15.805,2316.9807,,0.29,79.32,0,0.88276
Transit,,17.486,616.5902,,0,84.14,0,0.88276
Transit,0.0529,11.938,182.43442,0.64,0,84.93,0,0.884459
Transit,0.4809,10.89,,,0,89.95,1,0.8894
Transit,0.4809,10.89,,,0,89.95,1,0.88947
Transit,0.4809,10.89,,,0,89.95,1,0.89
Transit,,14.307,,,,,1,0.89
Transit,0.155,9.8,,,0,89.95,1,0.891
Transit,,17.786,,,,,0,0.89292
Transit,,17.627,,,,,0,0.89292
Transit,,13.284,,,,,0,0.89292
Transit,,12.442,1547.8321,,0.23,87.2,0,0.893
Transit,0.0338,16.477,6261.21962,8.22242,0,79.9,0,0.894
Transit,,20.343,,,,,0,0.897
Transit,,18.595,,,,,0,0.898208
Transit,,15.85,,,,,0,0.899457
Transit,0.1491,13.16,,,0,89.79,1,0.9
Transit,0.04881,17.094,416.3573,0.46,,84.87,0,0.9
Transit,0.04421,15.39,225.34147,0.34,0.038,83.45,0,0.901
Transit,0.0498,14.93,334.979,0.55,0.025,87.3,0,0.903
Transit,,39.792,2390.0816,,0.03,87.3,0,0.905
Transit,,19.761,,,,,0,0.90652
Transit,0.042,11.3,,,0,76.78,0,0.907
Transit,,17.662,,,,,0,0.909
Transit,,17.961,,,,,0,0.91
Transit,0.0473,14.59,,,0,85.2,0,0.91
Transit,0.7545,11.17,,,0,90,0,0.911
Transit,0.1463,14.63,,,0,89.95,1,0.9116
Transit,0.1463,14.63,,,0,89.95,1,0.914
Transit,0.1463,14.63,,,0,89.95,1,0.914132
Transit,0.144,13.4,,,0,89.95,1,0.91457
Transit,0.1012,9.976,390.9309,2.34,0,88.66,0,0.91487
Transit,0.0202,14.202,3213.2613,,0.00848,80.6,1,0.91536
Transit,0.0347,17.15,266.9772,0.31,0,80.2,0,0.91536
Transit,0.047,15.9,,,0,85.37,0,0.91536
Transit,0.02383,15.278,441.77,0.68,,77.6,0,0.9155
Transit,0.03035,13.45,375.02,0.85,,83.4,0,0.916
Transit,0.7308,22.02,,,0,89.95,0,0.916
Transit,0.7308,22.02,,,0,89.95,0,0.916
Transit,0.7308,22.02,,,0,89.95,0,0.9165
Transit,,13.382,,,,,0,0.9168
Transit,0.02734,11.433,464.98529,1.7,0.072,78.38,0,0.917
Transit,,11.8,,,,,0,0.91846
Transit,,12.426,,,,,0,0.91846
Transit,,13.451,3635.9752,,0.01,80.6,1,0.91846
Transit,,14.25,,,,,0,0.918973
Transit,,17.984,,,,,0,0.92
Transit,,13.804,,,,,0,0.92
Transit,0.0408,13.787,731.009,1.62,0,82.7,0,0.92
Transit,0.03684,14.071,,,,84.65,0,0.92
Transit,0.02851,15.009,562.24127,0.97,0.012,83.96,0,0.923
Transit,0.1527,14.77,,,0,89.95,1,0.924562
Transit,0.1527,14.77,,,0,89.95,1,0.924848
Transit,0.1527,14.77,,,0,89.95,1,0.926
Transit,0.0473,14.83,,,0,85.37,0,0.927
Transit,0.0473,14.83,,,0,85.37,0,0.927
Transit,0.0473,14.83,,,0,85.37,0,0.93185
Transit,,15.54,,,,,0,0.93185
Transit,,14.572,238.3725,,0.07,88.6,0,0.93185
Transit,,19.504,448.1403,,0,88.26,0,0.93793
Transit,0.0465,13.922,217.704,0.44,0.067,88.6,0,0.93793
Transit,,13.434,,,,,0,0.93793
Transit,,17.289,,,,,0,0.9384
Transit,0.0627,4.81,,,,,0,0.94
Transit,0.02087,13.35,3305.432,,0.0091,84.88,1,0.94
Transit,,15.62,,,,,0,0.941
Transit,,19.1,,,,,0,0.942
Transit,,18.407,,,,,0,0.942486
Transit,0.0787,8.89,,,0,88.24,0,0.943
Transit,0.0787,8.89,,,0,88.24,0,0.9439
Transit,0.0787,8.89,,,0,88.24,0,0.944
Transit,0.0404,17.396,451.3186,0.5,0,88.67,0,0.944
Transit,,14.229,,,,,0,0.94409
Transit,,14.937,,,,,0,0.94689
Transit,0.53,9.37,,,0,89.95,1,0.94689
Transit,0.0439,11.42,,,0,89.38,0,0.94689
Transit,0.0439,11.42,,,0,89.38,0,0.947
Transit,0.0439,11.42,,,0,89.38,0,0.949084
Transit,0.04698,12.98,186.876,0.503,0,88.26,0,0.950043
Transit,0.037,7.7,,,0,85.94,0,0.951
Transit,,12.425,,,,,0,0.95322
Transit,,15.244,228.8376,,0,79.81,0,0.95322
Transit,,16.814,254.264,,0,80.09,0,0.95322
Transit,0.03444,18.719,311.46,0.279,0,80.09,0,0.954
Transit,0.037,17.486,301.9385,0.33,0,79.81,0,0.9577
Transit,,15.148,,,,,0,0.959
Transit,0.2607,8.73,,,0,89.45,0,0.96
Transit,,17.534,,,,,0,0.96
Transit,0.0906,13.43,,,0,89.86,0,0.96
Transit,,12.77,,,,,0,0.961
Transit,,20.299,,,,,0,0.963
Transit,0.0499,15.457,175.12433,,0.087,85.96,0,0.96363
Transit,0.093,7.7,,,0,88.81,0,0.964
Transit,0.04853,13.047,187.512,0.499,0,87.12,0,0.96557
Transit,,15.805,171.6282,,0,85.96,0,0.966
Transit,0.0459,7.92,,,0,87.66,0,0.968
Transit,0.0459,7.92,,,0,87.66,0,0.969
Transit,0.0459,7.92,,,0,87.66,0,0.9698
Transit,0.095,10.1,,,0,89.95,0,0.97
Transit,0.836,8.98,,,0,89.93,0,0.97
Transit,,14.522,,,,,0,0.97044
Transit,0.0935,7.94,,,0,88.67,0,0.97044
Transit,0.088,8.24,,,0,88.69,0,0.97044
Transit,,16.72,,,,,0,0.9708
Transit,,18.046,247.9074,,0,82.81,0,0.97464
Transit,,13.066,,,,,0,0.97476
Transit,,8.722,,,,,0,0.97633
Transit,0.8454,11.24,,,0,89.95,0,0.9768
Transit,0.8454,11.24,,,0,89.95,0,0.9773
Transit,0.8454,11.24,,,0,89.95,0,0.98
Transit,0.04501,10.761,136.661,0.603,0,88,0,0.980476
Transit,,14.506,,,,,0,0.981
Transit,0.089,8.4,,,0,88.81,0,0.98458
Transit,0.25,8.1,,,0,89.38,0,0.98458
Transit,0.828,10.12,,,0.41,89.83,0,0.98458
Transit,0.0361,9.718,2302.899,13.78,0.015,86.8,0,0.9849
Transit,0.0499,16.01,172,0.247,0,85.5,0,0.986903
Transit,0.05224,17.777,1242.7153,1.24,0,86.46,0,0.987
Transit,,10.289,,,,,0,0.9881
Transit,0.0935,9.83,,,0,89.38,0,0.9882
Transit,0.0935,9.83,,,0,89.38,0,0.9898
Transit,0.0935,9.83,,,0,89.38,0,0.99
Transit,0.0509,17.609,190.372,0.19,0,87,0,0.99
Transit,0.029,11.2,,,0,81.93,1,0.991
Transit,,8.631,73.1009,,0.03,88.8,0,0.99481
Transit,,10.536,143.0235,,0,88.5,0,0.99481
Transit,,11.097,174.8065,,0,86.2,0,0.99481
Transit,,11.882,616.5902,,0.19,89.1,0,0.999
Transit,,13.563,270.1555,,0,82.5,0,0.9994
Transit,,13.787,212.9461,,0.02,89.2,0,1
Transit,,13.787,457.6752,,0,88.4,0,1
Transit,,15.468,2809.6172,,0.09,84.32,0,1
Transit,,15.468,394.1092,,0,83.64,0,1
Transit,,19.504,416.3573,,0,88.3,0,1
Transit,0.05091,20.165,292.073,0.209,0,82.86,0,1
Transit,0.04613,16.175,289.2253,0.36,0,88.3,0,1
Transit,,12.24,,,,,0,1
Transit,,16.737,,,,,0,1
Transit,0.03651,14.571,340.382,0.648,0,83.64,0,1
Transit,0.0453,16.91,,,0,89.53,0,1
Transit,,16.721,,,,,0,1.003
Transit,0.066,15.805,216.12332,0.25,0,85.83,0,1.005
Transit,,10.505,,,,,0,1.006855
Transit,0.045,11,,,0,89.95,0,1.008
Transit,0.0287,13.25,,,0,82.35,1,1.00914
Transit,0.05458,12.24,181.473,0.583,0,88.5,0,1.009317
Transit,0.0457,8.878,77.547,0.65,0.03,88.8,0,1.01
Transit,0.0618,13.11,170.032,0.44,0.33,85.01,0,1.011021
Transit,0.036,14.36,2333,4.656,0.091,84.32,0,1.0128
Transit,0.0484,14.695,52.3466,0.097,0,87.84,0,1.01845
Transit,0.03985,14.359,326.715,0.649,0,82.91,0,1.019
Transit,0.0485,15.48,340.39593,,0,86.2,0,1.02
Transit,,12.318,,,,,0,1.02
Transit,0.03151,14.5,559.357,1.037,0,84.93,0,1.02
Transit,,16.24,,,,,0,1.021
Transit,,16.251,,,,,0,1.022
Transit,,11.119,,,,,0,1.022
Transit,0.04,14.796,324.18498,0.58353,0,82.5,0,1.023
Transit,,20.268,,,,,0,1.026
Transit,,14.289,,,,,0,1.026044
Transit,0.2623,8.95,,,0,89.38,0,1.027
Transit,0.2623,8.95,,,0,89.38,0,1.029
Transit,0.2623,8.95,,,0,89.38,0,1.03
Transit,,9.317,,,,,0,1.03
Transit,,16.72,,,,,0,1.031
Transit,0.0813,12.63,,,0,88.81,0,1.03136
Transit,0.081,11.27,,,0,89.38,0,1.03136
Transit,,9.281,,,,,0,1.03136
Transit,,18.161,,,,,0,1.034
Transit,0.052,15.356,57.2094,0.09,,88.7,0,1.034
Transit,0.0935,8.14,,,0,88.81,0,1.03446
Transit,0.0935,8.14,,,0,88.81,0,1.0348
Transit,0.0935,8.14,,,0,88.81,0,1.034955
Transit,,10.86,,,,,0,1.036
Transit,0.059,11.657,95.349,0.35,0,88.9,0,1.037
Transit,0.0468,12.554,177.9848,0.53,0.023,89.2,0,1.03723
Transit,0.051,12.666,320.995,,0,85.7,0,1.03723
Transit,0.02024,13.899,3241.84975,6.6,0.0051,83.5,1,1.03723
Transit,,14.582,,,,,0,1.038912
Transit,0.1209,7.31,,,0,89.87,0,1.04
Transit,0.118,7.3,,,0,89.95,0,1.04
Transit,0.088,8.5,,,0,88.81,0,1.04
Transit,0.088,8.5,,,0,88.81,0,1.041
Transit,0.088,8.5,,,0,88.81,0,1.042437
Transit,0.03416,13.56,359.13,1.13,0,88.4,0,1.0458
Transit,0.052,12.89,362.311,0.984,0.11,89.2,1,1.047
Transit,0.0232,15.334,664.237,1.01,0.106,85.1,0,1.04996
Transit,0.0297,12.53,,,0,81.93,1,1.04996
Transit,0.0297,12.53,,,0,81.93,1,1.04996
Transit,0.0297,12.53,,,0,81.93,1,1.05
Transit,,16.97,292,,0,88.65,0,1.051
Transit,0.0435,13.06,,,0,89.4,0,1.0536
Transit,0.5336,8.9,,,0,89.83,1,1.05413
Transit,0.0286,10.05,,,0,84.47,0,1.05413
Transit,,13.25,,,,,0,1.05413
Transit,0.0317,14.684,559.3808,1.03,,84.4,0,1.055
Transit,0.0464,12.13,,,0,89.38,0,1.05587
Transit,0.0464,12.13,,,0,89.38,0,1.05657
Transit,0.0464,12.13,,,0,89.38,0,1.05701
Transit,,16.027,,,,,0,1.058529
Transit,0.0796,12.24,,,0,89.38,0,1.06
Transit,0.0796,12.24,,,0,89.38,0,1.06018
Transit,0.0796,12.24,,,0,89.38,0,1.06018
Transit,0.045,11.07,,,0,89.95,0,1.06018
Transit,0.04403,13.54,314.6517,0.74,0,85.33,0,1.060399
Transit,,11.908,,,,,0,1.06126
Transit,,18.797,,,,,0,1.06126
Transit,0.055,13.305,100.43378,0.25065,0,88.25,0,1.06126
Transit,0.029,9.4,,,0,85.37,0,1.0634
Transit,0.062,8.967,37.18611,0.31,0,88.9,0,1.064
Transit,0.0375,14.235,340.06,0.69,0,82,0,1.064289
Transit,,18.367,,,,,0,1.065
Transit,,15.487,,,,,1,1.0664
Transit,0.0515,12.78,378.2,1.06,0,86.8,0,1.0696
Transit,0.01942,15.446,441.765,,0,73.72,0,1.07
Transit,0.0435,13.41,,,0,89.95,0,1.07
Transit,0.0435,13.41,,,0,89.95,0,1.070044
Transit,0.0435,13.41,,,0,89.95,0,1.0767
Transit,0.052,11.99,95.345,0.32,0,88.75,0,1.08
Transit,0.0903,11.882,270.47333,0.88,0.024,88.51,0,1.08
Transit,0.0374,8.99,,,0,85.95,0,1.08141
Transit,0.0465,14.751,217.71355,0.37,,90,0,1.08141
Transit,,19.157,,,,,0,1.08141
Transit,0.059,11.97,,,0,86.52,0,1.082
Transit,,15.397,,,,,0,1.083
Transit,0.0519,17.15,270.1555,0.318,0,86.1,0,1.08588
Transit,,13.9,,,,,0,1.086
Transit,0.1202,8.34,,,0,89.95,0,1.086949
Transit,0.1202,8.34,,,0,89.95,0,1.0877
Transit,0.1202,8.34,,,0,89.95,0,1.087998
Transit,,15.978,,,,,0,1.09
Transit,0.04211,17.901,467.2101,0.479,0,81.18,0,1.090619
Transit,,10.2,,,,,0,1.0908
Transit,,13.011,,,,,0,1.0908
Transit,0.0368,11.164,179.566,,,,0,1.0908
Transit,,16.98,,,,,0,1.094328
Transit,,10.761,835.8929,,0,85.1,0,1.097
Transit,,12.89,785.0401,,0.02,86.9,0,1.098
Transit,,15.917,772.3269,,0,85.06,0,1.098717
Transit,,16.926,734.1873,,,82.13,0,1.099
Transit,,17.934,371.8611,,0,87.67,0,1.099
Transit,,18.719,270.1555,,0,85.4,0,1.1
Transit,,20.737,292.4036,,0,87.2,0,1.1
Transit,,22.978,378.2177,,0,87.7,0,1.1
Transit,0.2952,6.28,,,0,89.71,0,1.1
Transit,,2.969,,,,,0,1.1
Transit,0.5,10.6,5403.11,,,,1,1.1
Transit,,11.23,,,,,0,1.1
Transit,0.0488,12.431,336.568,0.96,,86.7,0,1.1
Transit,0.0286,10.24,,,0,84.8,0,1.1004
Transit,0.0286,10.24,,,0,84.8,0,1.101248
Transit,0.0286,10.24,,,0,84.8,0,1.1014
Transit,,11.394,,,,,0,1.102
Transit,,9.62,,,,,0,1.103
Transit,0.04263,14.773,285.72917,0.521,0,85.74,0,1.10373
Transit,0.0315,15.693,629.3034,0.95,0.003,84.06,0,1.10373
Transit,,17.854,,,,,0,1.10373
Transit,0.0569,10.62,,,0,87.04,0,1.106928
Transit,,15.477,,,,,0,1.1093
Transit,,18.548,,,,,0,1.11
Transit,,13.806,,,,,0,1.11
Transit,,15.031,,,,,0,1.113996
Transit,,13.352,,,,,0,1.11447
Transit,,14.743,,,,,1,1.116562
Transit,0.04127,12.408,1373.0256,3.95,0,88.74,0,1.117
Transit,0.05714,10.76,209.76,0.93,0.06,87.44,0,1.1171
Transit,,11.981,,,,,0,1.121712
Transit,,13.475,,,,,0,1.124
Transit,0.0571,15.02,184.3414,0.32,0,88.5,0,1.12447
Transit,,11.674,,,,,0,1.126
Transit,,3.114,,,,,0,1.1265
Transit,,12.282,,,,,0,1.127158
Transit,0.045,10.43,,,0,89.56,0,1.128362
Transit,,10.926,,,,,0,1.13
Transit,0.0374,9.17,,,0,85.94,0,1.131594
Transit,0.0374,9.17,,,0,85.94,0,1.134174
Transit,0.0374,9.17,,,0,85.94,0,1.138
Transit,,6.786,,,,,0,1.13822
Transit,,11.77,,,,,0,1.138375
Transit,0.05287,15.614,238.05467,0.342,0.084,86.44,0,1.14054
Transit,0.047,10.93,,,0,89.95,0,1.14054
Transit,0.0436,16.03,740.51,0.99,0,83.17,0,1.14054
Transit,0.51,10,,,0,89.95,1,1.140875
Transit,,14.039,,,,,0,1.141517
Transit,0.02044,15.861,874.0325,1.2,0,84.4,0,1.144
