discoverymethod,semimajoraxis,radiuse,radiusj,masse,massj,eccentricity,inclination,ttv,depth
Radial Velocity,0.103,,,,,0.11,,0,
Radial Velocity,0.129,,,,,0.09,,0,
Radial Velocity,0.309,,,,,0.14,,0,
Radial Velocity,0.034411,,,,,0.239302,,0,
Radial Velocity,16.763449,,,4067.84698,12.79888,0.040554,16.999,0,
Radial Velocity,0.283,,,,,0.72,,0,
Radial Velocity,0.339,,,,,0.19,,0,
Radial Velocity,0.384214,,,,,0.365639,,0,
Radial Velocity,0.898,,,,,0.1,,0,
Radial Velocity,0.97,,,,,0.1,,0,
Radial Velocity,1.086215,,,,,0.403522,,0,
Radial Velocity,0.0818,,,,,0.1,,0,
Radial Velocity,0.101,,,,,0.08,,0,
Radial Velocity,0.091101,,,,,0.1,,0,
Radial Velocity,0.036467,,,,,0.17,,0,
Radial Velocity,0.49,,,,,0.511,,0,
Radial Velocity,0.079,,,,,0.22,,0,
Transit,,2.127,0.19,,,,,0,0.158724
Transit,0.03165,2.13,0.19,3.34,0.01051,0.32,87.14,0,
Radial Velocity,0.0197,,,,,0.19,,0,
Radial Velocity,0.057,,,,,0.11,,0,
Radial Velocity,0.698,,,,,0.32,,0,
Radial Velocity,1.18,,,,,0.098,,0,
Radial Velocity,1.151,,,,,0.07,,0,
Radial Velocity,1.15,,,794.5,2.5,0.11,45,0,
Radial Velocity,0.95,,,,,0.193,,0,
Radial Velocity,5.23,,,,,0.17,,0,
Radial Velocity,5.78,,,,,0.25,,0,
Radial Velocity,,,,,,0.308,,0,
Radial Velocity,25,,,,,0.81,,0,
Radial Velocity,0.091179,,,,,0.929006,,0,
Radial Velocity,4.5,,,,,0.37,,0,
Radial Velocity,0.14339,,,,,0.06,,0,
Radial Velocity,0.1434,,,,,0.07,,0,
Radial Velocity,0.36175,,,,,0.11,,0,
Radial Velocity,0.364,,,,,0.33,,0,
Radial Velocity,0.19394,,,,,0.12,,0,
Radial Velocity,0.08208,,,,,0.21,,0,
Radial Velocity,0.03282,,,,,0.23,,0,
Radial Velocity,0.1264,,,,,0.17,,0,
Radial Velocity,0.089,,,,,0.31,,0,
Radial Velocity,0.141,,,,,0.11,,0,
Radial Velocity,0.03557,4.83,0.431,13.9,0.04373,,88.3,0,
Radial Velocity,,4.363,0.389,,,,,0,0.653
Radial Velocity,0.0348,4.2,0.37,14,0.044,0.051,88.8,0,0.52
Radial Velocity,,,,,,,88.98,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,0.03596,4.32,0.385,14.1,0.04436,,,0,
Radial Velocity,0.0355,4.57,0.408,13.9,0.04373,,89.13,0,
Radial Velocity,,3.88,0.346,12.58,0.03958,0.114,,0,
Radial Velocity,0.031,3.88,0.346,13.73,0.043,0.017,88.88,0,
Radial Velocity,,,,,,,88.12,0,
Transit,,1.122,0.1,,,,,0,0.097327
Transit,0.01589,1.264,0.113,1.86,0.00585,0,87.95,0,
Radial Velocity,0.0876,,,,,0,,0,
Radial Velocity,0.338,,,,,0.4356,,0,
Radial Velocity,0.337,,,,,0.44,,0,
Radial Velocity,1.292,,,,,0.0183,,0,
Transit,0.035,1.217,0.109,1.84,0.00579,,89.12,0,
Transit,,1.217,0.109,,,,,0,0.112796
Radial Velocity,0.061,,,,,,,0,
Radial Velocity,0.204,,,,,,,0,
Radial Velocity,0.0287,,,8.4,0.026,0.08,59,0,
Transit,0.0071,0.718,0.064,0.546,0.00172,0,80.75,0,0.0212
Transit,,1.028,0.092,,,,,0,0.036673
Radial Velocity,0.026,,,,,0.07,,0,
Transit,0.02569,1.15,0.103,1.21,0.00381,,89.65,0,
Transit,0.0252,1.09,0.097,1.75,0.00551,0,88.442,0,
Transit,,1.097,0.098,,,,,0,0.11206
Radial Velocity,0.081,,,,,0,,0,
Radial Velocity,0.05402,,,,,,,0,
Radial Velocity,0.0608,,,,,0.121,,0,
Radial Velocity,0.029,,,,,0,,0,
Radial Velocity,0.089,,,,,0.049,,0,
Radial Velocity,0.0785,,,,,0.22,,0,
Radial Velocity,0.0789,,,,,0.12,,0,
Radial Velocity,0.07892,,,,,0.095,,0,
Radial Velocity,0.07879,,,,,0.063,,0,
Radial Velocity,0.2324,2.63,0.235,,,0.45,,0,
Radial Velocity,0.2403,,,,,0.28,,0,
Radial Velocity,1.4,8.4,0.749,,,0.105,,0,
Radial Velocity,1.424,,,,,0.185,,0,
Radial Velocity,0.111,,,,,0.11,,0,
Radial Velocity,0.119,,,,,0.05,,0,
Radial Velocity,0.082,,,,,0.37,,0,
Radial Velocity,0.058,,,,,0.08,,0,
Radial Velocity,0.062,,,,,0.04,,0,
Radial Velocity,0.06,,,,,0.08,,0,
Radial Velocity,0.06,,,,,0.05,,0,
Radial Velocity,4.819,,,,,0.12,,0,
Radial Velocity,3.6,,,,,0.08,,0,
Radial Velocity,0.178,,,,,0.07,,0,
Radial Velocity,0.0291,4.17,0.372,22.1,0.07,0.13827,86.44,0,
Radial Velocity,0.0285,,,,,0.16,,0,
Radial Velocity,0.029,4.26,0.38,23.201,0.073,0.2,,0,
Radial Velocity,0.0278,,,,,0.207,,0,
Radial Velocity,0.0278,,,,,0.145,,0,
Radial Velocity,,,,,,,,0,0.64
Radial Velocity,,3.812,0.34,,,,,0,0.640471
Radial Velocity,,4.04,0.36,,,,,0,
Radial Velocity,0.0287,3.96,0.353,,,,86.699,0,
Radial Velocity,0.02872,4.222,0.377,23.1688,0.0729,,86.36,0,0.5969
Radial Velocity,,,,21.67601,0.0682,0.1495,,0,
Radial Velocity,0.0308,4.1,0.366,25.4,0.08,0.1616,86.858,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,0.02887,4.091,0.365,23.42407,0.0737,,86.43,0,
Radial Velocity,,,,25.4,0.07992,0.1616,86.858,0,0.6819
Radial Velocity,0.02872,4.2,0.37,23.1,0.073,,,0,
Radial Velocity,0.02849,,,,,0.145,,0,
Radial Velocity,0.028,,,,,0.152,,0,
Radial Velocity,0.0278,,,,,0.12,,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,0.03109,4.191,0.374,23.13802,0.0728,0.15,86.774,0,
Radial Velocity,0.068,,,,,0.1,,0,
Radial Velocity,,1.324,0.118,,,,,0,0.155063
Radial Velocity,0.01734,1.305,0.116,2.82,0.00887,0.05,88.4,0,
Imaging,43.5,,,1271.3,4,,,0,
Radial Velocity,0.422,,,,,0.45,,0,
Radial Velocity,0.06661,,,,,0.08,,0,
Radial Velocity,0.067,,,,,0.119,,0,
Radial Velocity,0.040616,,,,,0,,0,
Radial Velocity,0.04099,,,,,0.02,,0,
Radial Velocity,0.04061,,,,,0,,0,
Radial Velocity,0.04,,,,,0,,0,
Radial Velocity,0.041,,,,,0.022,,0,
Radial Velocity,0.041,,,,,0,,0,
Radial Velocity,0.072993,,,,,0,,0,
Radial Velocity,0.074,,,,,0.087,,0,
Radial Velocity,0.0721,,,,,0,,0,
Radial Velocity,0.07359,,,,,0.12,,0,
Radial Velocity,0.07,,,,,0.17,,0,
Radial Velocity,0.028453,,,,,0,,0,
Radial Velocity,0.03,,,,,0,,0,
Radial Velocity,0.02815,,,,,0,,0,
Radial Velocity,0.029,,,,,0.125,,0,
Radial Velocity,0.078361,,,,,0.13,,0,
Radial Velocity,1.135,,,,,0.3,,0,
Radial Velocity,1.1325,,,,,0.17,,0,
Radial Velocity,0.05,,,,,0.122,,0,
Radial Velocity,0.049,,,,,0.172,,0,
Radial Velocity,0.0505,,,,,0.13,,0,
Radial Velocity,0.050431,,,,,0.15,,0,
Radial Velocity,0.123,,,,,0.27,,0,
Radial Velocity,0.12501,,,,,0.27,,0,
Radial Velocity,0.125,,,,,0.02,,0,
Radial Velocity,0.125,,,,,0.133,,0,
Radial Velocity,0.213,,,,,0.02,,0,
Radial Velocity,0.156,,,,,0.03,,0,
Radial Velocity,0.549,,,,,0.08,,0,
Radial Velocity,0.039,,,,,0.2,,0,
Radial Velocity,1.812,,,2129.461,6.7,0.323,45,0,
Radial Velocity,1.734535,,,1837.01057,5.77988,0.318615,48.919,0,
Radial Velocity,1.8,,,,,0.328,,0,
Radial Velocity,1.82,,,,,0.33,,0,
Radial Velocity,1.82,,,,,0.326,,0,
Radial Velocity,9.67808,,,4271.00959,13.4381,0.295316,33.69,0,
Radial Velocity,6.6,,,,,,,0,
Radial Velocity,0.039322,,,,,0.192193,,0,
Radial Velocity,0.0413,,,,,0.15,,0,
Radial Velocity,,,,,,0.262,,0,
Radial Velocity,0.180707,,,,,0.152395,,0,
Radial Velocity,,,,,,0.125,,0,
Radial Velocity,0.187,,,,,0.24,,0,
Radial Velocity,10.121898,,,7764.94529,24.43125,0.381243,21.984,0,
Radial Velocity,0.08,,,,,0.08,,0,
Radial Velocity,0.176,,,,,0.1,,0,
Radial Velocity,0.1344,,,,,0,,0,
Radial Velocity,0.16353,,,,,0.04,,0,
Radial Velocity,0.163,,,,,0.17,,0,
Radial Velocity,0.17,,,,,0.04,,0,
Radial Velocity,0.1658,,,,,0.153,,0,
Radial Velocity,1.165,,,,,0.4,,0,
Radial Velocity,0.119,,,,,0.12,,0,
Radial Velocity,0.029,,,,,0.24,,0,
Radial Velocity,3.46,,,,,0.08,,0,
Radial Velocity,3.4,,,,,0.12,,0,
Radial Velocity,3.56,,,,,0.08,,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,2.35,,,,,0.06,,0,
Radial Velocity,2.39,,,,,0.038,,0,
Radial Velocity,2.32,,,,,0.05,,0,
Radial Velocity,2.35,,,,,0.04,,0,
Radial Velocity,2.409,,,,,0.05,,0,
Radial Velocity,,,,,,,,0,
Radial Velocity,4.974,,,,,0.099,,0,
Radial Velocity,0.113,,,,,0.0416,,0,
Radial Velocity,0.11,,,,,0.04,,0,
Radial Velocity,0.114,,,,,0.046,,0,
Radial Velocity,0.21,,,,,0.27,,0,
Radial Velocity,0.2177,,,,,0.002,,0,
Radial Velocity,0.211,,,839.04,2.64,0.031,48.98,0,
Radial Velocity,0.208,,,,,0.1,,0,
Radial Velocity,0.208317,,,723.2235,2.2756,0.0324,59,0,
Radial Velocity,0.214,,,,,0.027,59,0,
Radial Velocity,0.218585,,,845.3,2.6596,0.0368,53.19,0,
Radial Velocity,0.20774,,,804.076,2.53,0.0338,50,0,
Radial Velocity,0.1363,,,,,0.0069,,0,
Radial Velocity,0.13065,,,251.075,0.79,0.2632,50,0,
Radial Velocity,0.135989,,,266.2,0.83755,0.2531,53.19,0,
Radial Velocity,0.132,,,273.32,0.86,0.265,45.67,0,
Radial Velocity,0.12959,,,226.9846,0.7142,0.25591,59,0,
Radial Velocity,0.13,,,,,0.27,,0,
Radial Velocity,0.134,,,,,0.25,59,0,
Radial Velocity,,,,,,0.207,,0,
Radial Velocity,0.02183,,,,,0.273,,0,
Radial Velocity,0.020807,,,6.83,0.021,0.207,59,0,
Radial Velocity,0.020807,,,7.53,0.024,0,50,0,
Radial Velocity,0.021,,,,,0.124,59,0,
Radial Velocity,0.021,,,,,0.082,59,0,
Radial Velocity,0.021839,,,7.49,0.02357,0.119,53.19,0,
Radial Velocity,0.345,,,,,0.04,59,0,
Radial Velocity,0.3514,,,16.58,0.05217,0.031,53.19,0,
Radial Velocity,0.3343,,,14.6,0.046,0.055,59,0,
Radial Velocity,0.068,,,,,0,,0,
Radial Velocity,0.12,,,,,,,0,
Astrometry,0.63965,,,718.2922,2.26,0.35,69.2,0,
Radial Velocity,0.88,,,,,0.46,,0,
Radial Velocity,0.87,,,,,0.33,,0,
Radial Velocity,0.291,,,,,0.44,,0,
Radial Velocity,0.1139,,,,,0.29,,0,
Radial Velocity,12.341073,,,3051.24439,9.60029,0.155099,155.326,0,
Transit,,1.622,0.145,,,,,0,0.067215
Transit,0.0188,1.577,0.141,4.91,0.01545,0,86.07,0,
Transit,,1.571,0.14,4.89,0.01539,,,0,
Transit,0.01888,1.62,0.145,3.42,0.01076,,85.73,0,0.0586
Transit,0.0206,1.58,0.141,3.69,0.01161,,88.33,0,
Transit,0.02,1.75,0.156,,,,85.08,0,
Transit,0.03925,1.241,0.111,0.84,0.00264,0,88.19,0,
Transit,0.042,1.36,0.121,,,,87.81,0,
Transit,0.03942,1.269,0.113,2.42,0.00761,,88.05,0,0.0361
Transit,0.0429,1.24,0.111,1.45,0.00456,,89.07,0,
Transit,0.05615,2.07,0.185,5.2,0.01636,,87.39,0,0.0957
Transit,0.05591,2.022,0.18,4.04,0.01271,0,87.443,0,
Transit,0.06,2.1,0.187,,,,87.39,0,
Transit,0.0611,2.04,0.182,2.35,0.00739,,87.7,0,
Transit,0.0338,16.477,1.47,6261.21962,19.7,0,79.9,0,0.9
Imaging,,51.561,4.6,9852.73,31,,,0,
Imaging,100,33.6,3,6356,20,,,0,
Imaging,300,,,4258.7,13.5,,,0,
Imaging,,20.176,1.8,4767.45,15,,,0,
Imaging,320,,,5300,17,,,0,
Imaging,320,,,5000,16,,,0,
Imaging,2000,14.179,1.265,3591.3,11.3,,,0,
Transit,0.04047,13.776,1.229,533.95172,1.68,,85.73,0,
Transit,0.0467,14.818,1.322,259.66581,0.817,,85.21,0,
Radial Velocity,0.039435,,,,,0.109,,0,
Radial Velocity,0.0905,,,,,0.363,,0,
Radial Velocity,0.0917,,,,,0.077,,0,
Radial Velocity,0.091,,,,,0,,0,
Radial Velocity,0.091,,,,,0.05,,0,
Transit,0.0551,15.244,1.36,168.4499,0.53,0,85.9,0,
Transit,,14.534,1.297,,,,,0,1.476
Transit,,,,,,,,0,
Transit,,,,,,,85.677,0,
Transit,0.0551,,,,,0,,0,
Transit,0.05561,14.785,1.319,168.13207,0.529,0,85.634,0,
Transit,,14.796,1.32,168.4499,0.53,,,0,
Transit,0.05535,13.641,1.217,166.54292,0.524,,86.25,0,
Transit,,13.731,1.225,166.536,0.524,0,86.28,0,
Transit,0.05561,14.785,1.319,166.86075,0.525,,85.634,0,
Transit,0.0553,13.922,1.242,166.86075,0.525,0.011,86.11,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0553,13.922,1.242,169.08556,0.532,,86.11,0,
Transit,,,,24.02795,0.0756,0.232,,0,
Transit,,4.82,0.43,28.6047,0.09,0.2,88.5,0,0.33
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.053,4.84,,,,0,89.95,0,0.43421
Transit,0.053,4.84,,,,0,89.95,0,0.43421
Transit,0.05259,4.45,0.397,26.69772,0.084,,89.36,0,
Transit,0.052,4.68,,,,0,89.95,0,0.4323
Transit,0.05254,4.36,0.389,,,0.218,,0,
Transit,,4.737,0.423,,,,,0,
Transit,,,,,,,,0,
Transit,0.053,4.84,,,,0,89.95,0,0.43421
Transit,0.053,4.73,0.422,25.743,0.081,0.198,88.5,0,
Transit,,,,,,,,0,0.4361
Transit,0.053,4.82,,,,0,89.82,0,0.43158
Transit,,4.71,0.42,,,,,0,
Transit,,4.862,0.434,,,,,0,0.421472
Radial Velocity,4.13,,,,,0.601,,0,
Radial Velocity,,,,731.009,2.3,0.604,135.7,0,
Transit,0.03767,10.301,0.919,63.88383,0.201,,89.1,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0384,10.749,0.959,67.059,0.211,0,89,0,1.977
Transit,,,,,,,,0,
Transit,,10.637,0.949,67.06213,0.211,0,88.24,0,
Transit,,10.761,0.96,66.7443,0.21,,,0,
Transit,,,,,,,,0,
Transit,,11.098,0.99,,,,,0,2.253
Transit,0.03837,,,,,0,,0,
Transit,,,,66.39469,0.2089,0.026,,0,
Transit,,,,,,0,88.17,0,
Transit,0.03838,10.749,0.959,66.23577,0.2084,0.035,89,0,
Transit,0.0431,16.668,1.487,287.95398,0.906,0.0133,81.93,1,
Transit,,,,,,0.0133,82.81,1,
Transit,0.04383,16.668,1.487,285.72917,0.899,0.007,,1,
Transit,,,,285.72917,0.899,0.0133,,1,
Transit,,16.778,1.497,,,,,1,0.72577
Transit,0.0427,14.359,1.281,280.64389,0.883,0.013,83.4,1,
Transit,,,,,,,,1,
Transit,0.0427,14.359,1.271,271.098,0.853,0.021,83.4,1,
Transit,,,,,,,,1,
Transit,,14.258,1.272,270.462,0.851,0.0133,83.4,1,
Radial Velocity,,,,,,0.6554,,0,
Radial Velocity,1.188,,,,,0.691,,0,
Radial Velocity,,,,,,0.6616,,0,
Radial Velocity,1.258,,,,,0.6551,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,15.917,1.42,1093.3352,3.44,0.11,83.5,0,0.65
Transit,0.06108,13.664,1.219,721.79193,2.271,,83.01,0,
Transit,,14.369,1.282,,,,,0,0.619
Transit,0.0606,12.89,1.15,709.367,2.232,0.107,83.5,0,0.648
Transit,,,,736.09428,2.316,0.115,,0,
Transit,,,,,,,84.21,0,
Transit,,12.801,1.142,709.39656,2.232,0.107,83.52,0,
Transit,0.0596,13.451,1.2,724.6524,2.28,0.066,83.2,0,
Transit,,,,,,,,0,
Transit,0.06062,12.89,1.15,731.96249,2.303,0.1074,83.5,0,
Transit,,,,,,,,0,
Transit,0.0964,12.016,1.072,618.471,1.946,0.19,89.1,0,
Transit,,,,649.32669,2.043,0.208,,0,
Transit,,11.882,1.06,616.5902,1.94,0.19,89.1,0,1
Transit,0.0965,12.016,1.072,619.45067,1.949,0.2,89.1,0,
Transit,,,,,,,,0,
Transit,,,,,,0.04,88.03,0,
Transit,0.0413,13.339,1.19,1331.38987,4.189,0.034,87.74,0,
Transit,0.0413,14.448,1.289,1332.605,4.193,0.036,86.6,0,1.147
Transit,0.04134,14.448,1.289,1341.56043,4.221,0.0462,86.6,0,
Transit,,,,1341.2426,4.22,0.0423,,0,
Transit,,,,,,,,0,
Transit,,14.655,1.307,,,,,0,1.392
Transit,,14.46,1.29,1332.66119,4.193,0.036,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,184.3414,0.58,0.342,,0,
Transit,,11.769,1.05,184.3414,0.58,0.35,89.2,0,1.5
Transit,0.0882,11.321,1.01,170.67471,0.537,0.3417,89.2,0,
Transit,0.0882,11.321,1.01,169.71,0.534,0.342,89.2,0,
Transit,,11.389,1.016,,,,,0,1.801
Radial Velocity,2.555,,,,,0.086,,0,
Radial Velocity,5.6,,,,,0.39,,0,
Radial Velocity,4.67,,,,,0.295,,0,
Transit,,,,,,,,0,
Transit,0.05596,11.153,0.995,63.566,0.2,0.087,88.8,0,
Transit,,10.73,0.957,,,,,0,2.158476
Transit,,,,58.16289,0.183,0.106,,0,
Transit,0.0559,10.615,0.947,62.29468,0.196,0.009,88.79,0,2.179
Transit,,,,,,,88.66,0,
Transit,,,,,,,88.53,0,
Transit,0.0559,11.153,0.995,62.61,0.197,0.084,88.8,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,88.79,0,
Transit,0.0466,12.689,1.132,92.802,0.292,0.067,88.2,0,
Transit,,12.212,1.089,,,,,0,2.303
Transit,0.04664,12.689,1.132,90.26372,0.284,0.024,88.2,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,88.51,0,
Transit,,13.451,1.2,3632.7969,11.43,0.52,86.72,0,0.52
Transit,0.06878,12.969,1.157,2888.95,9.09,0.5171,86.72,0,
Transit,,,,,,,,0,
Transit,0.06814,,,,,0.5172,,0,
Transit,,,,,,0.51023,86.16,0,0.4941
Transit,0.0679,11.243,1.003,2771.4776,8.72,,90,0,
Transit,,,,,,0.51,87.2,0,
Transit,0.068,12.3,1.1,2828.6,8.9,0.5,,0,
Transit,,13.48,1.203,,,,,0,0.573
Transit,0.0688,12.969,1.157,2765.121,8.7,0.50833,86.72,0,
Transit,0.0674,13.339,1.19,2777.8342,8.74,,85.9,0,
Transit,,,,,,,,0,
Transit,0.0677,10.66,0.951,2739.6946,8.62,0.5163,90,0,
Transit,,,,3175.1217,9.99,0.5079,,0,
Transit,0.0677,11.007,0.982,2873.1832,9.04,0.52,87.3,0,
Transit,,,,,,0.0171,,0,
Transit,0.036,9.75,0.87,2320.1,7.3,0,,0,
Transit,,10.449,0.932,,,,,0,2.167359
Transit,0.03593,11.489,1.025,2294.7326,7.22,0.0172,86.88,0,
Transit,0.03617,9.718,0.867,2310.6241,7.27,0.0158,86.8,0,
Transit,0.0361,9.718,0.867,2302.899,7.246,0.015,86.8,0,0.9898
Transit,,,,2301.0892,7.24,0.0158,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,12.425,1.108,,,,,0,0.959
Transit,,,,,,,,0,
Transit,0.0495,11.478,1.024,1261.7851,3.97,0.217,87.2,0,
Transit,,,,,,,,0,
Transit,,12.442,1.11,1547.8321,4.87,0.23,87.2,0,0.9
Transit,0.0494,11.478,1.024,1291.289,4.063,0.228,87.2,0,0.7341
Transit,0.04142,12.106,1.08,690.32676,2.172,0.002,86.9,0,
Transit,,,,685.55931,2.157,0.0064,,0,
Transit,,12.985,1.158,,,,,0,1.452
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0414,12.106,1.08,682.69884,2.148,0.016,86.9,0,
Transit,0.04171,11.882,1.06,696.68336,2.192,,86.46,0,
Transit,0.0414,12.106,1.08,682.352,2.147,0.016,86.9,0,0.8894
Transit,,12.89,1.15,785.0401,2.47,0.02,86.9,0,1.1
Transit,,,,,,,,0,
Transit,0.02302,13.72,1.224,658,2.07,0,85.74,0,
Transit,,,,,,,,0,
Transit,,,,,,0.096,87.4,0,
Transit,,12.218,1.09,425.8922,1.34,0.11,85.1,0,1.4
Transit,,15.356,1.37,664.2647,2.09,0.106,,0,
Transit,0.0232,15.334,1.368,664.237,2.09,0.106,85.1,0,1.0536
Transit,0.0232,15.334,1.368,626.1251,1.97,0.052,85.1,0,
Transit,,,,,,,,0,
Transit,,14.122,1.26,,,,,0,1.469731
Transit,,,,,,,,0,
Transit,,16.483,1.471,,,,,0,1.231
Transit,0.04651,13.922,1.242,229.79109,0.723,0.038,88.6,0,
Transit,0.0465,14.751,1.316,217.71355,0.685,,90,0,1.086
Transit,,,,227.24845,0.715,0.033,,0,
Transit,,,,,,,,0,
Transit,0.0465,13.922,1.242,217.704,0.685,0.067,88.6,0,0.941
Transit,,,,,,,,0,
Transit,,14.572,1.3,238.3725,0.75,0.07,88.6,0,0.94
Transit,,,,,,,,0,
Transit,0.0466,13.339,1.19,180.202,0.567,0.032,87.6,0,1.3811
Transit,,,,,,,,0,
Transit,0.0466,12.722,1.135,180.84527,0.569,0.023,88.22,0,0.0161
Transit,,13.005,1.16,,,,,0,1.906
Transit,0.04659,13.339,1.19,180.20961,0.567,0.033,87.6,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,7.096,0.633,,,,,0,0.613741
Transit,,7.062,0.63,22.2481,0.07,0.12,88.6,0,0.54
Transit,,,,,,,,0,
Transit,,,,18.91089,0.0595,0.14,,0,
Transit,0.0479,6.333,0.565,18.751,0.059,0.124,88.6,0,0.543
Transit,0.04,11.43,1.02,197.05,0.62,0,85,0,1.43
Transit,,,,,,,85.08,0,
Transit,,10.915,0.974,,,,,0,1.233756
Transit,,,,,,,,0,
Transit,0.0403,11.635,1.038,209.759,0.66,0.078,84.7,0,1.407
Transit,0.03998,11.433,1.02,195.78328,0.616,0.028,85,0,
Transit,,,,,,,,0,
Transit,0.04337,13.585,1.212,202.45771,0.637,0.039,88,0,
Transit,0.0434,13.585,1.212,198.953,0.626,0.051,88,0,1.4719
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0665,11.926,1.064,243.77561,0.767,0.075,87.99,0,0.782
Transit,0.0667,12.408,1.107,247.261,0.778,0.095,87.1,0,0.8346
Transit,,,,245.68259,0.773,0.061,,0,
Transit,0.06669,12.408,1.107,214.85308,0.676,0.104,87.1,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,13.115,1.17,279.6904,0.88,0.09,87.1,0,0.86
Transit,0.03866,9.27,0.827,187.83,0.591,0,87.07,0,
Transit,,10.043,0.896,,,,,0,1.376
Transit,0.03882,10.077,0.899,189.42668,0.596,,87.24,0,
Transit,0.03878,10.211,0.911,189.10885,0.595,,86.31,0,
Transit,,,,,,,86.75,0,
Transit,,10.536,0.94,206.5895,0.65,0,87.24,0,1.2
Transit,,,,,,,,0,
Transit,0.03842,10.615,0.947,185.61272,0.584,,86.15,0,
Transit,0.03899,10.077,0.899,193.55847,0.609,0.01,87.24,0,
Transit,0.03894,9.976,0.89,190.38017,0.599,0,87.24,0,
Transit,,,,,,,,0,
Transit,0.03871,,,,,0,,0,
Transit,,9.976,0.89,190.38017,0.599,,86.75,0,
Transit,0.0419,15.02,1.34,237.10118,0.746,0.016,83.6,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.0419,15.02,1.34,225.968,0.711,0.035,83.6,0,0.8072
Transit,,16.141,1.44,263.7989,0.83,0.04,83.6,0,1.3
Transit,,,,230.74458,0.726,0.02,,0,
Transit,,15.978,1.425,,,,,0,1.094328
Transit,0.0419,16.466,1.469,232.96939,0.733,,82.7,0,
Transit,,,,,,,,0,
Transit,,,,707.80741,2.227,0.2419,,0,
Transit,,13.82,1.233,,,,,0,0.781353
Transit,0.055,11.99,1.07,689.98,2.171,0.245,87.1,0,0.65
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,12.218,1.09,721.4741,2.27,0.25,87.1,0,0.65
Transit,0.061,11.994,1.07,682.38101,2.147,0.2617,87.1,0,
Transit,,19.616,1.75,263.7989,0.83,0,88.9,0,2.3
Transit,0.0343,20.053,1.789,273.322,0.86,0,88.9,0,1.8523
Transit,,,,,,,,0,
Transit,,,,,,0,89.33,0,
Transit,,,,251.0857,0.79,0.2,,0,
Transit,,,,,,,,0,
Transit,0.0343,20.053,1.789,,,0.0072,88.9,0,
Transit,0.03397,22.194,1.98,216.1244,0.68,0.159,88.98,0,2.216
Transit,0.03427,20.053,1.789,238.3725,0.75,0.044,88.9,0,
Transit,,20.131,1.796,273.3338,0.86,,89.12,0,
Transit,,,,,,,,0,
Transit,0.04995,18.898,1.686,209.7678,0.66,0.22,87.2,0,
Transit,,19.613,1.75,,,,,0,1.292
Transit,0.0499,18.898,1.686,242.176,0.762,0,87.2,0,0.7798
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,206.5895,0.65,0.13,,0,
Transit,,20.737,1.85,292.4036,0.92,0,87.2,0,1.1
Transit,,,,,,,,0,
Transit,,14.55,1.298,,,,,0,0.775
Transit,0.06774,13.417,1.197,1058.3739,3.33,0.432,87.1,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,1249.0719,3.93,0.411,,0,
Transit,,15.132,1.35,2227.9883,7.01,0.44,87.1,0,0.64
Transit,0.0677,13.417,1.197,1057.694,3.328,0.441,87.1,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,,13.284,1.185,,,,,0,0.899457
Transit,,39.792,3.55,2390.0816,7.52,0.03,87.3,0,0.91
Transit,0.0498,14.93,1.332,334.979,1.054,0.025,87.3,0,0.91
Transit,0.04978,14.93,1.332,335.62848,1.056,0.02,87.3,0,
Transit,0.02388,14.617,1.304,588.62116,1.852,,85.86,0,
Transit,,12.89,1.15,486.2799,1.53,0.06,86,0,1.4
Transit,0.0241,14.314,1.277,587.41341,1.8482,,87.13,0,
Transit,0.0238,14.168,1.264,582.24,1.832,0.063,86,0,
Transit,,15.471,1.38,,,,,0,1.885
Transit,,,,,,,,0,
Transit,,,,,,,,0,
Transit,0.02402,15.211,1.357,611.82275,1.925,0.063,85.19,0,1.588
Transit,,,,,,,,0,
Transit,0.02382,14.168,1.264,587.9855,1.85,0.059,86,0,
